@RELATION HeaderDataClassification

@ATTRIBUTE CellNum		NUMERIC
@ATTRIBUTE AvgCellLen		NUMERIC
@ATTRIBUTE CharNum		NUMERIC
@ATTRIBUTE DigitChRatio		NUMERIC
@ATTRIBUTE AlphaChRatio		NUMERIC
@ATTRIBUTE SymbolChRatio	NUMERIC
@ATTRIBUTE FontSize		NUMERIC
@ATTRIBUTE FontBold		NUMERIC
@ATTRIBUTE FontItalic		NUMERIC
@ATTRIBUTE NumCellRatio		NUMERIC
@ATTRIBUTE CellNumRatio		NUMERIC
@ATTRIBUTE class	{HeaderDataClassification-0, HeaderDataClassification-1}

@DATA
6,	32,	192,	0.09,	0.10,	0.01,	14.3,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
6,	36,	221,	0.03,	0.09,	0.00,	14.3,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
14,	1,	18,	0.72,	0.27,	0.0,	6.97,	0.0,	0.0,	0.92,	0.12,	HeaderDataClassification-1
18,	4,	80,	0.33,	0.27,	0.16,	7.24,	0.0,	0.0,	0.77,	0.14,	HeaderDataClassification-0
24,	6,	150,	0.1,	0.29,	0.07,	6.77,	0.0,	0.0,	0.58,	0.6,	HeaderDataClassification-0
6,	29,	178,	0.09,	0.03,	0.02,	8.09,	0.0,	0.0,	0.83,	0.71,	HeaderDataClassification-0
1,	184,	184,	0.0,	0.03,	0.0,	15.0,	0.0,	0.0,	0.0,	0.71,	HeaderDataClassification-0
5,	1,	5,	1.0,	0.0,	0.0,	7.97,	0.0,	0.0,	1.0,	0.09,	HeaderDataClassification-1
6,	4,	28,	0.53,	0.10,	0.17,	9.29,	0.0,	0.0,	0.83,	0.0,	HeaderDataClassification-0
6,	7,	46,	0.21,	0.06,	0.10,	9.51,	0.0,	0.0,	0.83,	0.0,	HeaderDataClassification-0
6,	8,	53,	0.09,	0.01,	0.01,	9.55,	0.0,	0.0,	0.83,	0.0,	HeaderDataClassification-0
5,	1,	5,	1.0,	0.0,	0.0,	7.97,	0.0,	0.0,	1.0,	0.09,	HeaderDataClassification-1
6,	4,	28,	0.53,	0.10,	0.17,	9.29,	0.0,	0.0,	0.83,	0.0,	HeaderDataClassification-0
6,	7,	46,	0.21,	0.06,	0.10,	9.51,	0.0,	0.0,	0.83,	0.0,	HeaderDataClassification-0
6,	8,	53,	0.09,	0.01,	0.01,	9.55,	0.0,	0.0,	0.83,	0.0,	HeaderDataClassification-0
5,	1,	5,	1.0,	0.0,	0.0,	7.97,	0.0,	0.0,	1.0,	0.09,	HeaderDataClassification-1
6,	4,	28,	0.53,	0.10,	0.17,	9.29,	0.0,	0.0,	0.83,	0.0,	HeaderDataClassification-0
6,	7,	46,	0.21,	0.06,	0.10,	9.51,	0.0,	0.0,	0.83,	0.0,	HeaderDataClassification-0
6,	8,	53,	0.09,	0.01,	0.01,	9.55,	0.0,	0.0,	0.83,	0.0,	HeaderDataClassification-0
32,	2,	65,	0.78,	0.21,	0.0,	11.9,	0.0,	0.0,	0.93,	0.0,	HeaderDataClassification-1
32,	29,	935,	0.06,	0.70,	0.16,	12.3,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
32,	33,	1073,	0.02,	0.04,	0.05,	12.3,	0.0,	0.0,	0.40,	0.0,	HeaderDataClassification-0
32,	35,	1148,	0.02,	0.03,	0.00,	12.3,	0.0,	0.0,	0.84,	0.0,	HeaderDataClassification-0
7,	4,	30,	0.33,	0.66,	0.0,	9.96,	0.0,	0.0,	0.14,	0.06,	HeaderDataClassification-1
8,	6,	48,	0.29,	0.08,	0.0,	11.2,	0.0,	0.0,	0.87,	0.0,	HeaderDataClassification-0
8,	8,	67,	0.25,	0.01,	0.01,	11.3,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
8,	10,	85,	0.15,	0.03,	0.02,	11.3,	0.0,	0.0,	0.87,	0.0,	HeaderDataClassification-0
8,	12,	103,	0.11,	0.02,	0.02,	11.3,	0.0,	0.0,	0.87,	0.0,	HeaderDataClassification-0
8,	15,	121,	0.09,	0.02,	0.03,	11.3,	0.0,	0.0,	0.87,	0.0,	HeaderDataClassification-0
8,	17,	142,	0.09,	0.02,	0.03,	11.3,	0.0,	0.0,	0.87,	0.06,	HeaderDataClassification-0
7,	23,	161,	0.06,	0.04,	0.01,	11.5,	0.0,	0.0,	0.85,	0.06,	HeaderDataClassification-0
3,	8,	24,	0.04,	0.87,	0.08,	8.96,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-1
3,	15,	47,	0.23,	0.14,	0.10,	11.9,	0.0,	0.0,	0.33,	0.0,	HeaderDataClassification-0
3,	25,	76,	0.14,	0.17,	0.06,	12.9,	0.0,	0.0,	0.33,	0.0,	HeaderDataClassification-0
11,	6,	71,	0.73,	0.09,	0.16,	8.96,	0.0,	0.0,	0.90,	0.0,	HeaderDataClassification-1
11,	12,	138,	0.37,	0.03,	0.07,	9.78,	0.0,	0.0,	0.90,	0.0,	HeaderDataClassification-0
11,	19,	217,	0.27,	0.03,	0.05,	9.85,	0.0,	0.0,	0.90,	0.0,	HeaderDataClassification-0
11,	26,	292,	0.20,	0.01,	0.03,	9.86,	0.0,	0.0,	0.90,	0.83,	HeaderDataClassification-0
1,	293,	293,	0.00,	0.0,	0.0,	18.8,	0.0,	0.0,	1.0,	0.83,	HeaderDataClassification-0
5,	9,	49,	0.02,	0.71,	0.26,	7.97,	0.2,	0.0,	0.0,	0.11,	HeaderDataClassification-1
4,	15,	61,	0.11,	0.03,	0.04,	9.96,	0.0,	0.0,	0.75,	0.0,	HeaderDataClassification-0
4,	18,	73,	0.09,	0.02,	0.04,	10.4,	0.0,	0.0,	0.75,	0.11,	HeaderDataClassification-0
5,	17,	88,	0.10,	0.02,	0.04,	10.0,	0.2,	0.0,	0.8,	0.66,	HeaderDataClassification-0
1,	91,	91,	0.01,	0.02,	0.0,	18.0,	0.0,	0.0,	0.0,	0.66,	HeaderDataClassification-0
6,	14,	86,	0.01,	0.80,	0.18,	8.30,	0.0,	0.0,	0.0,	0.09,	HeaderDataClassification-1
5,	23,	115,	0.12,	0.09,	0.03,	9.63,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
5,	25,	129,	0.06,	0.03,	0.01,	9.89,	0.0,	0.0,	0.8,	0.0,	HeaderDataClassification-0
5,	28,	144,	0.05,	0.03,	0.01,	9.94,	0.0,	0.0,	0.8,	0.0,	HeaderDataClassification-0
5,	7,	35,	0.4,	0.48,	0.11,	7.97,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-1
5,	12,	63,	0.30,	0.07,	0.06,	9.56,	0.0,	0.0,	0.8,	0.0,	HeaderDataClassification-0
5,	17,	87,	0.20,	0.02,	0.04,	9.88,	0.0,	0.0,	0.8,	0.0,	HeaderDataClassification-0
5,	22,	112,	0.16,	0.02,	0.03,	9.94,	0.0,	0.0,	0.8,	0.0,	HeaderDataClassification-0
5,	27,	139,	0.12,	0.03,	0.02,	9.95,	0.0,	0.0,	0.8,	0.0,	HeaderDataClassification-0
5,	32,	161,	0.09,	0.01,	0.02,	9.96,	0.0,	0.0,	0.8,	0.0,	HeaderDataClassification-0
3,	14,	44,	0.04,	0.72,	0.22,	7.97,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-1
3,	20,	61,	0.16,	0.08,	0.03,	10.6,	0.0,	0.0,	0.33,	0.0,	HeaderDataClassification-0
3,	26,	80,	0.12,	0.08,	0.02,	11.5,	0.0,	0.0,	0.33,	0.0,	HeaderDataClassification-0
3,	33,	99,	0.10,	0.07,	0.02,	11.8,	0.0,	0.0,	0.33,	0.0,	HeaderDataClassification-0
3,	38,	115,	0.06,	0.05,	0.01,	11.9,	0.0,	0.0,	0.33,	0.0,	HeaderDataClassification-0
5,	7,	36,	0.0,	0.91,	0.08,	9.96,	0.2,	0.0,	0.0,	0.0,	HeaderDataClassification-1
5,	10,	54,	0.24,	0.09,	0.0,	11.9,	0.2,	0.2,	0.8,	0.0,	HeaderDataClassification-0
5,	13,	69,	0.17,	0.04,	0.0,	12.3,	0.2,	0.2,	0.8,	0.0,	HeaderDataClassification-0
5,	5,	26,	0.0,	1.0,	0.0,	6.97,	0.2,	0.0,	0.2,	0.28,	HeaderDataClassification-1
9,	7,	71,	0.0,	0.57,	0.05,	7.74,	0.11,	0.0,	0.0,	0.18,	HeaderDataClassification-0
13,	9,	124,	0.26,	0.06,	0.09,	7.57,	0.07,	0.15,	0.76,	0.0,	HeaderDataClassification-0
13,	14,	188,	0.23,	0.05,	0.04,	7.55,	0.07,	0.15,	0.76,	0.0,	HeaderDataClassification-0
13,	17,	232,	0.15,	0.02,	0.00,	7.55,	0.07,	0.15,	0.76,	0.0,	HeaderDataClassification-0
13,	21,	275,	0.11,	0.03,	0.00,	7.55,	0.07,	0.15,	0.76,	0.0,	HeaderDataClassification-0
13,	23,	302,	0.03,	0.02,	0.02,	7.55,	0.07,	0.0,	0.92,	0.0,	HeaderDataClassification-0
5,	5,	26,	0.0,	1.0,	0.0,	6.97,	0.2,	0.0,	0.2,	0.28,	HeaderDataClassification-1
9,	7,	71,	0.0,	0.57,	0.05,	7.74,	0.11,	0.0,	0.0,	0.18,	HeaderDataClassification-0
13,	9,	127,	0.29,	0.04,	0.09,	7.57,	0.07,	0.15,	0.84,	0.0,	HeaderDataClassification-0
13,	14,	189,	0.24,	0.04,	0.03,	7.55,	0.07,	0.15,	0.84,	0.0,	HeaderDataClassification-0
13,	18,	234,	0.17,	0.01,	0.00,	7.55,	0.07,	0.15,	0.84,	0.0,	HeaderDataClassification-0
13,	21,	278,	0.12,	0.02,	0.00,	7.55,	0.07,	0.15,	0.84,	0.0,	HeaderDataClassification-0
13,	23,	303,	0.02,	0.02,	0.02,	7.55,	0.07,	0.0,	0.92,	0.0,	HeaderDataClassification-0
6,	16,	97,	0.0,	0.91,	0.08,	1.0,	0.0,	0.16,	0.0,	0.2,	HeaderDataClassification-1
9,	29,	263,	0.0,	0.55,	0.07,	1.11,	0.0,	0.11,	0.0,	0.12,	HeaderDataClassification-0
7,	62,	435,	0.0,	0.35,	0.04,	1.15,	0.0,	0.0,	0.0,	0.12,	HeaderDataClassification-0
5,	19,	99,	0.05,	0.73,	0.21,	1.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-1
5,	31,	156,	0.0,	0.33,	0.02,	1.2,	0.0,	0.0,	0.0,	0.28,	HeaderDataClassification-0
9,	47,	428,	0.0,	0.54,	0.09,	1.13,	0.0,	0.0,	0.0,	0.28,	HeaderDataClassification-0
10,	1,	11,	1.0,	0.0,	0.0,	9.96,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-1
10,	17,	175,	0.00,	0.8,	0.13,	10.9,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
10,	27,	277,	0.0,	0.35,	0.01,	11.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
5,	20,	104,	0.0,	0.87,	0.12,	9.96,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-1
5,	26,	134,	0.18,	0.0,	0.03,	11.9,	0.0,	0.0,	0.6,	0.0,	HeaderDataClassification-0
1,	1,	1,	0.0,	0.0,	1.0,	3.96,	0.0,	0.0,	1.0,	0.77,	HeaderDataClassification-1
8,	15,	123,	0.01,	0.82,	0.14,	10.4,	0.0,	0.0,	0.0,	0.38,	HeaderDataClassification-0
18,	14,	266,	0.0,	0.45,	0.08,	10.5,	0.0,	0.0,	0.0,	0.07,	HeaderDataClassification-0
21,	20,	439,	0.08,	0.23,	0.07,	10.4,	0.0,	0.0,	0.09,	0.07,	HeaderDataClassification-0
2,	10,	20,	0.2,	0.6,	0.2,	9.96,	0.0,	0.0,	0.0,	0.76,	HeaderDataClassification-1
15,	7,	108,	0.01,	0.65,	0.13,	10.6,	0.0,	0.0,	0.0,	0.03,	HeaderDataClassification-0
14,	16,	236,	0.16,	0.24,	0.13,	10.7,	0.0,	0.0,	0.28,	0.75,	HeaderDataClassification-0
2,	123,	247,	0.00,	0.02,	0.01,	15.3,	0.0,	0.0,	0.5,	0.33,	HeaderDataClassification-0
1,	256,	256,	0.0,	0.02,	0.00,	25.2,	0.0,	0.0,	0.0,	0.33,	HeaderDataClassification-0
2,	133,	266,	0.00,	0.02,	0.01,	22.5,	0.0,	0.0,	0.5,	0.2,	HeaderDataClassification-0
3,	109,	328,	0.00,	0.04,	0.14,	17.4,	0.0,	0.0,	0.0,	0.2,	HeaderDataClassification-0
1,	5,	5,	0.6,	0.0,	0.4,	8.96,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-1
1,	10,	10,	0.3,	0.0,	0.2,	17.9,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
1,	15,	15,	0.2,	0.0,	0.13,	26.8,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
36,	6,	240,	0.0,	0.94,	0.05,	1.0,	0.0,	0.0,	0.0,	0.01,	HeaderDataClassification-1
35,	10,	353,	0.30,	0.01,	0.0,	1.02,	0.0,	0.0,	0.97,	0.0,	HeaderDataClassification-0
35,	12,	420,	0.15,	0.0,	0.0,	1.02,	0.0,	0.0,	1.0,	0.01,	HeaderDataClassification-0
36,	12,	461,	0.08,	0.0,	0.0,	1.02,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
36,	13,	497,	0.0,	0.07,	0.0,	1.02,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
36,	14,	533,	0.0,	0.06,	0.0,	1.02,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
32,	6,	199,	0.0,	0.94,	0.05,	1.0,	0.0,	0.0,	0.0,	0.64,	HeaderDataClassification-1
7,	36,	256,	0.13,	0.01,	0.06,	1.14,	0.0,	0.0,	0.0,	0.4,	HeaderDataClassification-0
3,	91,	273,	0.03,	0.01,	0.01,	1.38,	0.0,	0.0,	0.33,	0.33,	HeaderDataClassification-0
6,	53,	319,	0.08,	0.01,	0.04,	1.23,	0.0,	0.0,	0.16,	0.2,	HeaderDataClassification-0
4,	86,	347,	0.04,	0.01,	0.02,	1.30,	0.0,	0.0,	0.25,	0.2,	HeaderDataClassification-0
6,	65,	391,	0.06,	0.01,	0.03,	1.21,	0.0,	0.0,	0.16,	0.2,	HeaderDataClassification-0
9,	52,	473,	0.11,	0.00,	0.05,	1.13,	0.0,	0.0,	0.0,	0.2,	HeaderDataClassification-0
32,	6,	200,	0.0,	0.94,	0.05,	1.0,	0.0,	0.0,	0.0,	0.68,	HeaderDataClassification-1
6,	40,	241,	0.10,	0.02,	0.04,	1.16,	0.0,	0.0,	0.0,	0.33,	HeaderDataClassification-0
3,	87,	262,	0.04,	0.01,	0.02,	1.38,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
3,	95,	285,	0.04,	0.01,	0.02,	1.46,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
3,	101,	303,	0.02,	0.01,	0.01,	1.48,	0.0,	0.0,	0.33,	0.4,	HeaderDataClassification-0
7,	50,	355,	0.09,	0.01,	0.04,	1.21,	0.0,	0.0,	0.14,	0.68,	HeaderDataClassification-0
37,	19,	717,	0.35,	0.00,	0.15,	1.03,	0.0,	0.0,	0.0,	0.68,	HeaderDataClassification-0
3,	4,	12,	0.0,	1.0,	0.0,	1.0,	0.0,	0.0,	0.0,	0.33,	HeaderDataClassification-1
6,	12,	73,	0.49,	0.06,	0.27,	1.16,	0.0,	0.0,	0.0,	0.5,	HeaderDataClassification-0
2,	42,	85,	0.09,	0.0,	0.04,	1.58,	0.0,	0.0,	0.0,	0.33,	HeaderDataClassification-0
1,	91,	91,	0.04,	0.0,	0.02,	2.58,	0.0,	0.0,	0.0,	0.33,	HeaderDataClassification-0
3,	4,	12,	0.0,	1.0,	0.0,	1.0,	0.0,	0.0,	0.0,	0.4,	HeaderDataClassification-1
7,	12,	88,	0.52,	0.05,	0.28,	1.14,	0.0,	0.0,	0.0,	0.55,	HeaderDataClassification-0
2,	50,	100,	0.08,	0.0,	0.04,	1.57,	0.0,	0.0,	0.0,	0.33,	HeaderDataClassification-0
1,	106,	106,	0.03,	0.0,	0.01,	2.57,	0.0,	0.0,	0.0,	0.33,	HeaderDataClassification-0
4,	3,	12,	0.0,	1.0,	0.0,	1.0,	0.0,	0.0,	0.0,	0.11,	HeaderDataClassification-1
5,	6,	33,	0.0,	0.33,	0.30,	1.2,	0.0,	0.0,	0.2,	0.09,	HeaderDataClassification-0
6,	10,	62,	0.0,	0.29,	0.17,	1.19,	0.0,	0.0,	0.16,	0.0,	HeaderDataClassification-0
6,	16,	96,	0.0,	0.34,	0.01,	1.19,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
6,	20,	125,	0.0,	0.22,	0.00,	1.19,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
3,	6,	19,	0.0,	0.78,	0.21,	8.96,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-1
3,	12,	36,	0.11,	0.16,	0.19,	11.9,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
3,	17,	53,	0.07,	0.11,	0.13,	12.9,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
3,	20,	60,	0.0,	0.08,	0.03,	13.2,	0.0,	0.0,	0.33,	0.0,	HeaderDataClassification-0
4,	8,	32,	0.34,	0.56,	0.09,	8.96,	0.0,	0.0,	0.25,	0.14,	HeaderDataClassification-1
3,	17,	52,	0.13,	0.21,	0.03,	11.9,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
3,	23,	70,	0.17,	0.05,	0.02,	12.9,	0.0,	0.0,	0.66,	0.2,	HeaderDataClassification-0
2,	39,	79,	0.08,	0.0,	0.02,	15.4,	0.0,	0.0,	1.0,	0.33,	HeaderDataClassification-0
1,	84,	84,	0.04,	0.0,	0.01,	24.4,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
1,	89,	89,	0.04,	0.0,	0.01,	33.3,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
5,	2,	14,	0.0,	1.0,	0.0,	8.96,	0.0,	0.0,	0.8,	0.11,	HeaderDataClassification-1
4,	8,	35,	0.42,	0.08,	0.08,	11.2,	0.0,	0.0,	0.75,	0.11,	HeaderDataClassification-0
5,	14,	70,	0.28,	0.15,	0.05,	11.2,	0.0,	0.0,	0.8,	0.11,	HeaderDataClassification-0
4,	23,	92,	0.16,	0.04,	0.03,	11.7,	0.0,	0.0,	0.75,	0.11,	HeaderDataClassification-0
5,	26,	130,	0.15,	0.1,	0.03,	11.3,	0.0,	0.0,	0.8,	0.25,	HeaderDataClassification-0
3,	49,	147,	0.06,	0.03,	0.01,	12.7,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
3,	55,	165,	0.06,	0.03,	0.01,	13.2,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
5,	16,	84,	0.03,	0.77,	0.19,	1.0,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-1
5,	22,	112,	0.17,	0.03,	0.03,	1.2,	0.0,	0.0,	0.8,	0.09,	HeaderDataClassification-0
6,	24,	144,	0.13,	0.05,	0.03,	1.19,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
6,	27,	166,	0.04,	0.05,	0.03,	1.19,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
6,	32,	193,	0.06,	0.05,	0.02,	1.19,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
6,	36,	221,	0.05,	0.04,	0.02,	1.19,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
6,	42,	254,	0.05,	0.05,	0.02,	1.19,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
6,	48,	291,	0.05,	0.04,	0.02,	1.19,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
6,	53,	322,	0.03,	0.04,	0.01,	1.19,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
6,	59,	359,	0.04,	0.03,	0.01,	1.19,	0.0,	0.0,	0.66,	0.2,	HeaderDataClassification-0
4,	95,	382,	0.02,	0.02,	0.01,	1.3,	0.0,	0.0,	0.5,	0.14,	HeaderDataClassification-0
3,	133,	399,	0.02,	0.01,	0.00,	1.43,	0.0,	0.0,	0.66,	0.14,	HeaderDataClassification-0
6,	24,	144,	0.0,	0.81,	0.18,	11.9,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-1
6,	27,	165,	0.09,	0.0,	0.03,	13.9,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
6,	31,	186,	0.08,	0.0,	0.02,	14.2,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
6,	34,	207,	0.07,	0.0,	0.02,	14.3,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
6,	38,	228,	0.07,	0.0,	0.02,	14.3,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
6,	41,	249,	0.06,	0.0,	0.02,	14.3,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
6,	45,	270,	0.05,	0.0,	0.01,	14.3,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
6,	48,	291,	0.05,	0.0,	0.01,	14.3,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
6,	52,	312,	0.05,	0.0,	0.01,	14.3,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
8,	21,	174,	0.0,	0.82,	0.17,	11.9,	0.0,	0.0,	0.0,	0.06,	HeaderDataClassification-1
7,	28,	199,	0.09,	0.00,	0.03,	13.6,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
7,	32,	227,	0.09,	0.00,	0.02,	13.9,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
7,	36,	254,	0.07,	0.00,	0.02,	13.9,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
7,	39,	279,	0.06,	0.00,	0.02,	13.9,	0.0,	0.0,	1.0,	0.75,	HeaderDataClassification-0
1,	281,	281,	0.00,	0.0,	0.0,	25.9,	0.0,	0.0,	1.0,	0.75,	HeaderDataClassification-0
2,	6,	13,	0.0,	0.46,	0.53,	1.0,	0.5,	1.0,	0.0,	0.0,	HeaderDataClassification-1
2,	15,	30,	0.0,	0.1,	0.46,	1.5,	1.0,	1.0,	0.0,	0.0,	HeaderDataClassification-0
2,	23,	47,	0.0,	0.06,	0.29,	1.75,	1.0,	1.0,	0.0,	0.55,	HeaderDataClassification-0
7,	13,	97,	0.20,	0.02,	0.28,	1.25,	0.14,	1.0,	0.0,	0.55,	HeaderDataClassification-0
20,	1,	29,	0.0,	0.79,	0.20,	1.0,	1.0,	1.0,	0.75,	0.37,	HeaderDataClassification-1
9,	4,	42,	0.0,	0.26,	0.04,	1.11,	1.0,	1.0,	0.77,	0.8,	HeaderDataClassification-0
1,	43,	43,	0.02,	0.0,	0.0,	2.11,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
1,	46,	46,	0.06,	0.0,	0.0,	3.11,	0.0,	0.0,	1.0,	0.0,	HeaderDataClassification-0
1,	50,	50,	0.08,	0.0,	0.0,	4.11,	0.0,	0.0,	1.0,	0.5,	HeaderDataClassification-0
3,	22,	68,	0.08,	0.05,	0.11,	2.37,	0.0,	0.66,	0.33,	0.5,	HeaderDataClassification-0
1,	72,	72,	0.05,	0.0,	0.0,	3.37,	0.0,	0.0,	1.0,	0.5,	HeaderDataClassification-0
5,	1,	8,	0.87,	0.12,	0.0,	5.98,	0.0,	0.0,	1.0,	0.61,	HeaderDataClassification-1
21,	3,	75,	0.37,	0.50,	0.01,	6.26,	0.0,	0.0,	0.61,	0.02,	HeaderDataClassification-0
22,	4,	100,	0.22,	0.03,	0.0,	6.26,	0.0,	0.0,	0.95,	0.0,	HeaderDataClassification-0
22,	6,	138,	0.25,	0.02,	0.0,	6.26,	0.0,	0.0,	0.95,	0.04,	HeaderDataClassification-0
20,	9,	188,	0.25,	0.01,	0.0,	6.29,	0.0,	0.0,	0.95,	0.04,	HeaderDataClassification-0
22,	10,	240,	0.20,	0.01,	0.0,	6.26,	0.0,	0.0,	0.95,	0.04,	HeaderDataClassification-0
20,	14,	292,	0.16,	0.01,	0.0,	6.29,	0.0,	0.0,	0.95,	0.04,	HeaderDataClassification-0
22,	15,	349,	0.14,	0.01,	0.0,	6.26,	0.0,	0.0,	0.95,	0.0,	HeaderDataClassification-0
22,	19,	433,	0.17,	0.01,	0.00,	6.26,	0.0,	0.0,	0.95,	0.02,	HeaderDataClassification-0
21,	26,	557,	0.18,	0.00,	0.03,	6.27,	0.0,	0.0,	0.90,	0.0,	HeaderDataClassification-0
21,	32,	689,	0.14,	0.01,	0.02,	6.27,	0.0,	0.0,	0.95,	0.0,	HeaderDataClassification-0
21,	39,	832,	0.13,	0.00,	0.02,	6.27,	0.0,	0.0,	0.85,	0.0,	HeaderDataClassification-0
5,	3,	18,	0.72,	0.05,	0.22,	1.0,	0.0,	0.0,	1.0,	0.37,	HeaderDataClassification-1
11,	7,	80,	0.25,	0.13,	0.38,	1.09,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
11,	13,	149,	0.24,	0.02,	0.20,	1.09,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
11,	18,	208,	0.12,	0.01,	0.14,	1.09,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
11,	24,	264,	0.08,	0.01,	0.11,	1.09,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
11,	30,	336,	0.11,	0.00,	0.08,	1.09,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
5,	3,	16,	0.68,	0.06,	0.25,	1.0,	0.0,	0.0,	1.0,	0.33,	HeaderDataClassification-1
10,	10,	109,	0.24,	0.10,	0.50,	1.1,	0.0,	0.0,	0.0,	0.05,	HeaderDataClassification-0
9,	18,	162,	0.16,	0.01,	0.14,	1.12,	0.0,	0.0,	0.0,	0.05,	HeaderDataClassification-0
10,	21,	212,	0.09,	0.01,	0.12,	1.11,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
10,	26,	269,	0.10,	0.01,	0.10,	1.11,	0.0,	0.0,	0.0,	0.0,	HeaderDataClassification-0
5,	9,	49,	0.30,	0.59,	0.10,	8.96,	0.0,	0.0,	0.0,	0.09,	HeaderDataClassification-1
6,	13,	81,	0.02,	0.30,	0.06,	10.4,	0.0,	0.0,	0.0,	0.09,	HeaderDataClassification-0
7,	2,	20,	0.2,	0.65,	0.15,	8.68,	0.0,	0.0,	0.57,	0.55,	HeaderDataClassification-1
2,	12,	25,	0.08,	0.04,	0.08,	12.8,	0.0,	0.0,	0.5,	0.75,	HeaderDataClassification-0
14,	15,	223,	0.13,	0.30,	0.43,	9.16,	0.0,	0.0,	0.07,	0.75,	HeaderDataClassification-0
3,	2,	7,	0.42,	0.28,	0.28,	7.96,	0.0,	0.0,	0.66,	0.25,	HeaderDataClassification-1
5,	3,	19,	0.26,	0.15,	0.21,	9.36,	0.0,	0.0,	0.6,	0.28,	HeaderDataClassification-0
9,	5,	48,	0.14,	0.14,	0.31,	9.33,	0.0,	0.0,	0.55,	0.0,	HeaderDataClassification-0
9,	7,	67,	0.05,	0.11,	0.10,	9.00,	0.0,	0.0,	0.66,	0.0,	HeaderDataClassification-0
1,	4,	4,	0.5,	0.0,	0.5,	1.0,	1.0,	0.0,	0.0,	0.66,	HeaderDataClassification-1
5,	16,	84,	0.09,	0.61,	0.23,	1.2,	0.2,	0.2,	0.2,	0.42,	HeaderDataClassification-0
2,	45,	91,	0.01,	0.02,	0.04,	1.6,	0.0,	0.5,	0.5,	0.0,	HeaderDataClassification-0
